,depth,scores_dt,scores_rf
0,1,0.5312372812372812,0.5883801383801383
1,2,0.5521164021164021,0.5743691493691495
2,3,0.5346662596662597,0.5745014245014245
3,4,0.516137566137566,0.570929995929996
4,5,0.5409849409849411,0.567908017908018
5,6,0.5238400488400489,0.5457977207977208
6,7,0.5371591371591372,0.5355006105006105
7,8,0.5344017094017094,0.531105006105006
