,depth,scores_dt,scores_rf
0,1,0.599094424094424,0.5776658526658527
1,2,0.5667989417989417,0.5809625559625559
2,3,0.5342592592592592,0.5666768416768416
3,4,0.5305453805453806,0.5482702482702482
4,5,0.5195563695563695,0.5368844118844118
5,6,0.5093915343915344,0.5338522588522588
6,7,0.5408526658526659,0.5231481481481481
7,8,0.5485449735449734,0.5302808302808303
